rotor_radius,root_radius,n_blades,air_density,wind_speed,tip_speed_ratio,pitch,start_radius,tip_loss_correction,root_loss_correction,resolution,r_centre,r_inner,r_outer,a,a_prime,f_n,f_t,C_T,alpha,circulation,end_correction,c_l,c_d,phi,inflow_speed
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,12.311557788944723,12.21105527638191,12.412060301507536,0.1839597805216519,0.0137250376899156,592.9576412185983,59.58578343355106,0.6004743186883104,26.172844464533,24.950326339527287,0.5700067671279658,0.8971163175831622,0.4970191668399433,0.6060761993071339,17.05555473802156
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,12.512562814070352,12.412060301507536,12.613065326633166,0.1769542984108332,0.0126727819061434,600.3451002715443,59.32977410825811,0.5825658987390522,25.94858890463385,24.95930968812676,0.5900315014561425,0.8885574260560161,0.4885103616244993,0.6011799055605714,17.289977999824448
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,12.71356783919598,12.613065326633166,12.814070351758794,0.1714504927622335,0.0118331717435922,609.9482863168614,59.41918700546252,0.5682208851752832,25.650884562035948,25.087938754805844,0.6089246959883569,0.8847026885522583,0.4808957724632302,0.5950016887243339,17.51983393544398
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,12.914572864321608,12.814070351758794,13.015075376884422,0.1664589128330256,0.0110865009442863,619.1458982208737,59.474602468877016,0.5550013726858911,25.33752969625553,25.20444336555397,0.6266738668870364,0.8806453048319939,0.4728808790835078,0.5885503187289017,17.748409724306793
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,13.115577889447236,13.015075376884422,13.21608040201005,0.161848806883871,0.0104128950600576,627.7955725316519,59.47621091930216,0.5426150823765536,25.01655568384177,25.30075534039731,0.6433771533285572,0.8760873045556948,0.4644958768670406,0.5819659695385255,17.97614407268232
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,13.316582914572864,13.21608040201005,13.417085427135678,0.1572217210448206,0.009762186440928,634.6468720415378,59.20797712669605,0.5300122059061011,24.70924688164333,25.318455749164848,0.6590603822410552,0.8689765375028137,0.4552704295253895,0.575620123259384,18.20425047250832
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,13.517587939698492,13.417085427135678,13.618090452261306,0.1635374221769565,0.0325961689026138,681.9923237565581,207.3725776593218,0.5471717348986895,23.04001919606928,30.11172916186557,0.6759867383137437,1.008694188251417,0.2579045593783095,0.545504308320253,18.72229919398932
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,13.71859296482412,13.618090452261306,13.819095477386934,0.1613314074216411,0.0322216123430855,696.7183243574934,216.2080391982215,0.5412143376039744,22.66347905998428,30.546831276510137,0.690419717851706,1.0148292617517836,0.2451742818650489,0.5379501473192434,18.94967497911265
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,13.919597989949748,13.819095477386934,14.020100502512562,0.1593962842394901,0.0318936136880386,711.6356975672898,225.2174838008428,0.5359564352405352,22.28895639516468,30.980786870248423,0.7041276518538774,1.0209314640299032,0.2325122121379506,0.5304311978343794,19.17680584686288
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,14.120603015075377,14.020100502512562,14.22110552763819,0.1573674455170973,0.0313836247585382,725.3474580194141,232.8229682296971,0.530411730434083,21.939431067248883,31.329706858377527,0.7170902908873099,1.0243585082365276,0.2212870796329205,0.523348534182717,19.401839609871484
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,14.321608040201005,14.22110552763819,14.42211055276382,0.1553868846490119,0.0308137765849703,738.4579605700882,239.744002128902,0.5249672029123463,21.60367772081684,31.633440456647143,0.7293858957146401,1.0264078674212602,0.2108285165935011,0.5165062369524697,19.62589680202177
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,14.522613065326633,14.42211055276382,14.623115577889449,0.1536036758351967,0.0302936399075751,751.682025006431,246.7690780049909,0.5200383464204501,21.271394681296048,31.93479841497232,0.7410919203467341,1.0284360446716416,0.2004780520257223,0.5097245080038786,19.850015278860173
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,14.72361809045226,14.623115577889449,14.824120603015077,0.1522473436398491,0.0297790563005894,766.1743735101443,253.51595161178605,0.5162723599778354,20.934819477901485,32.27085793277184,0.7523010421689098,1.0317131169122056,0.191283370534401,0.5028678666636549,20.07256484241748
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,14.924623115577887,14.824120603015077,15.025125628140705,0.1511393616596786,0.0292871093783655,781.2647028467843,260.16886613167424,0.513185020067134,20.600617366637508,32.61856386057566,0.7630116777123015,1.0354264737040275,0.1826380007672591,0.4960526435945631,20.29461136768335
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,15.125628140703515,15.025125628140705,15.226130653266331,0.1501649817478672,0.0288275192657523,796.5080388306036,266.85977569365843,0.5104618400181198,20.27277536672099,32.96317203066948,0.7732319560357828,1.039069162591989,0.1741571587290147,0.489348425409278,20.51682344002236
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,15.326633165829143,15.226130653266331,15.42713567839196,0.1490934739896973,0.028214828890896,810.835231220117,271.8863378919706,0.5074584400135231,19.96535986640973,33.23850448368433,0.7829401061868685,1.0406790692315493,0.1673745927895694,0.4830007168967621,20.73706327458244
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,15.527638190954772,15.42713567839196,15.628140703517587,0.1480621061619105,0.0275793935418355,824.9009775546662,276.3381589519433,0.5045588755232387,19.668378205379543,33.488272218000404,0.7921936693878098,1.0415808354087666,0.1612455886717499,0.4768351132333246,20.95685135086991
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,15.728643216080402,15.628140703517587,15.829145728643216,0.1471348639058165,0.0269826019894587,839.0716802863428,280.80396116798505,0.5019447829169336,19.37719657016896,33.73560773665799,0.8010331435794147,1.0424649901715517,0.1552362834673533,0.47077073911714,21.17696485336604
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,15.92964824120603,15.829145728643216,16.030150753768844,0.1463267788249311,0.0264128481894008,853.4706702703849,285.19012255805507,0.4996610104946032,19.091368230151243,33.983585071289575,0.8094854458248331,1.0434380889904045,0.1495037441809139,0.464799797627902,21.397168647395787
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,16.130653266331656,16.030150753768844,16.231155778894472,0.145641716277614,0.0258627428472828,868.1731471296937,289.43527101270297,0.4977208270293002,18.810743661698023,34.233996757804896,0.8175734133523842,1.0445594658873203,0.1441379557291709,0.4589196790859862,21.617337469091712
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,16.331658291457288,16.231155778894472,16.4321608040201,0.1450342910076553,0.0253423487485643,882.9778219607874,293.6822458454528,0.4959973817582482,18.53637516543718,34.481804512106386,0.825306766427599,1.0456558434947565,0.13889178887759,0.4531487496020697,21.837846886316417
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,16.532663316582912,16.4321608040201,16.633165829145728,0.1444976718572539,0.0248490934798734,897.8823267448482,297.92951432096413,0.4944723787403491,18.26829833729949,34.72697278501534,0.8327027540038896,1.046727079571231,0.1337659242516606,0.4474876304423452,22.058695538310573
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,16.733668341708544,16.633165829145728,16.834170854271356,0.1437178923909287,0.0242471630246849,911.1281194239428,300.6047526911566,0.4922522391905525,18.02048137094942,34.88766413207057,0.8397081017305122,1.0453827150535984,0.1297645250893306,0.4421801125768135,22.2785888199594
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,16.93467336683417,16.834170854271356,17.035175879396984,0.1428980132425745,0.0236318390357031,923.8195487390572,302.7327717995041,0.4899126842155979,17.782763494516285,35.01820941062963,0.8463856545643759,1.0432411125632095,0.1261951876053496,0.4370488570817873,22.498425220559973
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,17.1356783919598,17.035175879396984,17.236180904522612,0.1421389786888304,0.0230485526164101,936.5644364639622,304.86282592506143,0.4877419577045065,17.55022461777828,35.14736297207394,0.8527743253487295,1.0411461677277325,0.1227036128795537,0.4320079921834011,22.71866425472156
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,17.336683417085425,17.236180904522612,17.43718592964824,0.141441678390434,0.0224948515562014,949.3589605650142,306.993105452085,0.4857437200181242,17.32269086972807,35.275057319225255,0.8588874069916488,1.0390963141416945,0.1192871902361572,0.4270544832601027,22.93927570130716
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,17.537688442211056,17.43718592964824,17.63819095477387,0.1413220479680298,0.0220620307180967,965.4068508836444,310.2902209870407,0.4854005069046069,17.081361832131186,35.522643513708864,0.8648519852868839,1.0406505938500643,0.115862414797643,0.421860201112949,23.16014929128445
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,17.73869346733668,17.63819095477387,17.839195979899497,0.1418611992385825,0.021754483594797,985.3634402479446,314.9350658102106,0.4869463975566948,16.824234044667232,35.910498918483235,0.8706941261376681,1.0463472819912598,0.1124288654907225,0.4163901787629159,23.381216748309587
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,17.939698492462313,17.839195979899497,18.040201005025125,0.142420812876628,0.0214555922228216,1005.411931111612,319.5189628061019,0.4885484997447543,16.57445141082057,36.292550749553065,0.8762857865056182,1.0518812376253248,0.1090933995040088,0.4110483535275692,23.6026159203734
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,18.14070351758794,18.040201005025125,18.24120603015076,0.1429988550855478,0.0211648860078936,1025.54745344125,324.04218407514327,0.4902007301190814,16.3317943401365,36.66882931229754,0.8816375717580109,1.05725732579758,0.105853084542004,0.4058308928304687,23.82434245302781
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,18.34170854271357,18.24120603015076,18.44221105527638,0.1434962147375491,0.0208823708524345,1045.1324964935284,328.5415873146159,0.4916202043741771,16.098915903321497,37.019346638514186,0.8867390596989269,1.0618903462217475,0.102482008874941,0.4007841014907304,24.04674709656323
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,18.5427135678392,18.44221105527638,18.643216080402013,0.1439048186462729,0.0206082404028588,1064.106850837372,333.0314897350229,0.4927848872666249,15.875659336939854,37.34295987322096,0.8915996675243133,1.0657592163833052,0.0989658886398784,0.3959052434702545,24.26984995651158
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,18.743718592964825,18.643216080402013,18.84422110552764,0.1443323123188017,0.0203418298548087,1083.156752041957,337.47561302854075,0.4940019837580383,15.658566197922418,37.66175910836583,0.8962514346882902,1.0695212789350854,0.0955468376737017,0.3911339575504916,24.49324858390525
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,18.944723618090453,18.84422110552764,19.04522613065327,0.1447769754082905,0.0200827001668745,1102.277826676226,341.87358729089465,0.4952664111996711,15.44746449830164,37.97575497428792,0.9007030433122455,1.0731795143005831,0.0922221472974111,0.386467241975134,24.71693809305467
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,19.14572864321608,19.04522613065327,19.246231155778894,0.1452371616211979,0.0198304445118297,1121.4657269203778,346.22505135997403,0.4965733140216637,15.24218794102219,38.28495807550363,0.9049627728530386,1.076736804284019,0.0889891984595237,0.3819021943130299,24.940913629200736
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,19.34673366834171,19.246231155778894,19.447236180904525,0.1456990071008042,0.0195434387199486,1140.6315109250306,349.7958383224596,0.4978832257225762,15.043871317245522,38.57930164318098,0.9090361221958728,1.0799507139215223,0.0864668851032221,0.3774586204062694,25.16431136572115
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,19.547738693467338,19.447236180904525,19.64824120603015,0.1461722054774596,0.0192613828128257,1159.843829728468,353.2611985323295,0.4992235672932597,14.851086702170743,38.868291849555774,0.9129328493028772,1.0830570118482057,0.0840633870824509,0.3731115982656056,25.387941031797126
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,19.74874371859297,19.64824120603015,19.84924623115578,0.1466563462826863,0.0189872407802714,1179.1052092236416,356.68063462408213,0.5005930495107964,14.66358081626756,39.15276052711816,0.9166603689057378,1.0860782547227783,0.0817257004082501,0.3688567073293073,25.61186696213418
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,19.9497487437186,19.84924623115578,20.05025125628141,0.1471501984938394,0.0187205940455255,1198.411590799306,360.0540096332679,0.5019880703082524,14.481209961514375,39.432714188221325,0.9202255866490866,1.0890167579212184,0.0794520335584571,0.364691439593769,25.83608295602794
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,20.150753768844226,20.05025125628141,20.25125628140704,0.1476525410374917,0.0184610521018765,1217.7589259399922,363.38119290948873,0.5034050726506543,14.303836290094544,39.70815894640081,0.9236351066879132,1.091874742556382,0.0772406679469994,0.3606133891607234,26.060583077930424
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,20.35175879396985,20.25125628140704,20.452261306532662,0.1480710881953078,0.0181798234838257,1236.47379174264,366.1227494491183,0.5045841641438609,14.134310633989584,39.95417906668792,0.9268787149098738,1.0939870234258458,0.0753800155038767,0.3566723124346693,26.285000034543515
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,20.55276381909548,20.452261306532662,20.65326633165829,0.1484352420418139,0.0178880290361362,1254.7706673210164,368.4648523221783,0.5056088838472083,13.971367390149023,40.17966424370056,0.9299691239580212,1.0956003228698117,0.0737618761615789,0.3528461204753527,26.50946827356397
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,20.753768844221103,20.65326633165829,20.85427135678392,0.1488077807824342,0.0176047865526206,1273.094537595814,370.7706024828925,0.506656100644165,13.812784793111245,40.4015080537857,0.9329234646085672,1.097170447592958,0.0721870410642631,0.3490960361602611,26.734219884503045
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,20.95477386934673,20.85427135678392,21.05527638190955,0.1491877186684415,0.017329658250886,1291.4418950612005,373.03982109866297,0.50772297306779,13.658452802988563,40.619704897290944,0.935747240151249,1.098698487099123,0.0706544174395795,0.3454201389310461,26.959248268601502
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,21.155778894472363,21.05527638190955,21.25628140703517,0.1495716675746616,0.0170622251781985,1309.8091085998226,375.2729749773495,0.508799935334386,13.50832537060092,40.83423840543932,0.9384457129672464,1.100184897320783,0.0691635479872546,0.3418176250778976,27.184554431824345
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,21.35678391959799,21.25628140703517,21.457286432160807,0.1499637933611522,0.0168021263414483,1328.1929715857736,377.4685641283803,0.5098986161675435,13.362172068307666,41.04512714882409,0.9410239314502972,1.1016319597197262,0.0677121444011147,0.3382844728797988,27.41011675607079
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,21.55778894472362,21.457286432160807,21.65829145728643,0.1503703533763816,0.0165509337117556,1346.658897052384,379.6671812481868,0.5110364408073751,13.219682771708138,41.2546547844836,0.9434881697716456,1.1031008083763585,0.0662824953957469,0.3348152696448673,27.63595504012436
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,21.758793969849247,21.65829145728643,21.859296482412063,0.1510782950098882,0.0163684010067559,1367.4438692142978,383.1680114100378,0.5130145751471735,13.07267063817456,41.53663112386669,0.9458879444559388,1.1065335790070914,0.0643243236272591,0.3312671280139059,27.862683036741345
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,21.959798994974875,21.859296482412063,22.060301507537687,0.1517834783343524,0.0161887136130735,1388.2300579928033,386.6089545153546,0.5149810161563103,12.929802513604256,41.81321566955685,0.9481784669741968,1.1098695859767531,0.0624213492167389,0.3277913129835857,28.08963659617569
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,22.160804020100503,22.060301507537687,22.26130653266332,0.1524853403119808,0.0160117687103325,1409.0132411895886,389.9901219616126,0.516934245207681,12.790964603733627,42.084433373672304,0.9503640754546168,1.113111486410281,0.0605720564477007,0.3243858384693373,28.31681098194978
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,22.36180904522613,22.26130653266332,22.462311557788944,0.1531833356643857,0.0158374682384052,1429.7892090467446,393.3116154665365,0.5188728053564713,12.656047384508762,42.35030834793458,0.9524489271508324,1.1162618377221305,0.0587749864819847,0.3210487929158094,28.54420154956668
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,22.56281407035176,22.462311557788944,22.66331658291457,0.1538769689936625,0.0156657192271155,1450.553779848485,396.57352678300725,0.5207953896279437,12.524944635271565,42.61086448209179,0.954437005640399,1.1193231201916285,0.0570287244819927,0.317778322422785,28.771803664268774
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,22.763819095477388,22.66331658291457,22.8643216080402,0.1545658605721164,0.0154964346230033,1471.3028318965012,399.7759354758461,0.5227010212708699,12.397551759094974,42.86612660168641,0.956332127944242,1.122297776183569,0.0553318772378944,0.3145726014294991,28.99961253913821
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,22.964824120603016,22.8643216080402,23.06532663316583,0.1552475988646887,0.0153294987908329,1492.031286287936,402.918997294151,0.5245831276457497,12.273814584846646,43.11608456922687,0.9581379279698046,1.1251870706076417,0.053683723201206,0.3114306844713329,29.22762854920473
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,23.165829145728644,23.06532663316583,23.266331658291456,0.1562943911575264,0.0152279477866817,1515.7547996746407,407.5325936871929,0.5274658178008983,12.14418567666257,43.45279243680939,0.9599075617025028,1.1303638391494213,0.0515042177889774,0.3081859373573364,29.456460594837186
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,23.366834170854272,23.266331658291456,23.467336683417088,0.1574738030606933,0.0151497506744133,1540.6370126464649,412.6605872751911,0.5307032176411812,12.014737039773044,43.81837186939578,0.961610874456838,1.1363217262029142,0.0491616849247632,0.3049443365709767,29.685711014023887
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,23.5678391959799,23.467336683417088,23.668341708542712,0.158636045875158,0.015069118195011,1565.457045987789,417.68284175389215,0.5338826032970112,11.889197431492942,44.17550624093662,0.9632307573572992,1.142099699805764,0.0468898907581881,0.301770961204406,29.91512403985185
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,23.768844221105528,23.668341708542712,23.869346733668344,0.1597811983304951,0.0149862311331901,1590.2101146945915,422.6004804074882,0.5370046679622645,11.767448505002346,44.524290635602185,0.9647704838069118,1.147703206882737,0.0446866936574692,0.2986637457159577,30.14469622799327
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,23.96984924623116,23.869346733668344,24.07035175879397,0.1609914282668712,0.0149079123919353,1615.5824022671668,427.56811638957015,0.5402927531658565,11.647507481105432,44.88390012355996,0.9662433469528724,1.1536295892308812,0.0425501033839597,0.2955880840803244,30.374381376222704
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,24.170854271356784,24.07035175879397,24.2713567839196,0.1621857304538065,0.0148275342976557,1640.9075444778844,432.4346120943761,0.5435260771638869,11.531153056160992,45.23581583463656,0.9676420439860424,1.1594011380872524,0.0404792716542938,0.2925750204053604,30.60421992106108
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,24.371859296482413,24.2713567839196,24.472361809045225,0.1633597087715253,0.0147448892987168,1666.141493991508,437.1923485688894,0.5466932572864311,11.418379940446997,45.579044617423904,0.9689688994810612,1.1649950426365576,0.0384721787020031,0.2896244623679997,30.83421059824222
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,24.57286432160804,24.472361809045225,24.673366834170857,0.1645154015602761,0.0146601975168982,1691.2819823125096,441.8430865426874,0.549800336838949,11.309042363172118,45.91375628419485,0.9702267409586331,1.1704185335728117,0.0365262301540752,0.2867338657879804,31.064346528500845
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,24.77386934673367,24.673366834170857,24.87437185929648,0.1655177037771109,0.014572144994749,1715.207799769497,446.40901536069,0.5524863740538541,11.20584121713916,46.2117018132134,0.9714034697277788,1.174944033748712,0.0344755299527187,0.2839503701374549,31.294943133005138
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,24.974874371859297,24.87437185929648,25.07537688442212,0.1663808050199483,0.0144814119282833,1737.993420299926,450.9014291847214,0.5547929309634491,11.108306784968764,46.47562097850045,0.9725038506250184,1.178650342171187,0.0323317231336134,0.2812657773015995,31.52596539018777
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,25.175879396984925,25.07537688442212,25.276381909547737,0.1672287193935486,0.0143894340139966,1760.6956151056845,455.3021039032279,0.5570530992141697,11.013762070080688,46.73268522309617,0.9735445491689207,1.1822430413369338,0.0302536303003735,0.2786333648760243,31.757114825449417
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,25.37688442211056,25.276381909547737,25.47738693467337,0.1680611862038901,0.0142962884627267,1783.309564729105,459.611208932903,0.5592664955825261,10.922131588135176,46.9829399982649,0.9745277608572148,1.1857249996508634,0.0282395923072111,0.276051815410467,31.988388793233515
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,25.57788944723618,25.47738693467337,25.678391959799,0.1688779799202924,0.0142020488203866,1805.8305052319013,463.82890991903423,0.5614328312733351,10.833341948427794,47.2264304335133,0.9754555738623611,1.1890990059597435,0.0262879960264429,0.2735198479954948,32.21978463871745
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,25.77889447236181,25.678391959799,25.879396984924625,0.1697001890370731,0.0141032214789916,1828.4427142101565,467.8270078164389,0.5636081395114192,10.74696177557707,47.467158996551554,0.976332167172242,1.1924731130363266,0.0245001554950441,0.2710299337103889,32.45113868216096
50.0,10.0,3.0,1.225,10.0,6.0,-2.0,10.0,1.0,1.0,200.0,25.97989949748744,25.879396984924625,26.080402010050253,0.1706698972061796,0.0139766200001182,1852.4058709200272,470.7410493337793,0.5661667335752468,10.660536613327393,47.73142971676936,0.977173506465742,1.1965464301095696,0.0235544375310825,0.2685392342121429,32.68138471361684
